CustomerKey|SalesAmount|Awarded|PointAwardedinReturnTrnx|Used|TotalAwarded|TotalUsed|JuneEndUsed|DecEndUsed|PointUsageinCampaignPeriods
6355|947,81|4,7399|0|0|4,7399|0|0|0|0
6356|4411,6|27,0801|0|80,29|27,0801|80,29|0|37,8|0,4707
6357|659,43|4,15|0|0|4,15|0|0|0|0
6358|1893,86|11,6601|0|0|11,6601|0|0|0|0
6359|749,86|6,35|0|0|6,35|0|0|0|0
6360|199,95|1|0|0|1|0|0|0|0
6362|339,93|1,7|0|0|1,7|0|0|0|0
6364|719,94|3,6|0|0|3,6|0|0|0|0
6367|4784,01|40,18|0|10,86|40,18|10,86|0|10,86|1
6368|242,37|1,21|0|0|1,21|0|0|0|0
6372|519,85|2,5999|0|0|2,5999|0|0|0|0
6373|139,92|0,7|0|0|0,7|0|0|0|0
6374|319,94|1,6|0|0|1,6|0|0|0|0
6376|4571,7|41,62|0|27,7599|41,62|27,7599|0|4,9999|0,1801
6377|485,64|3,11|0|4,2|3,11|4,2|0|0|0
6378|339,35|2,1499|0|2,71|2,1499|2,71|0|0|0
6382|119,95|0,6|0|0|0,6|0|0|0|0
6383|1291,23|8,66|0|0|8,66|0|0|0|0
6384|1018,06|7,54|0|0|7,54|0|0|0|0
6387|1200,88|8,9|0|5,8|8,9|5,8|0|5,8|1
6388|589,86|2,9499|0|0|2,9499|0|0|0|0
6389|1273,64|6,9598|0|0|6,9598|0|0|0|0
6392|1039,5|5,1999|0|0|5,1999|0|0|0|0
6395|373,83|3,1001|0|0|3,1001|0|0|0|0
6396|485,08|2,6801|0|0|2,6801|0|0|0|0
6397|3746,54|25,4601|0|0|25,4601|0|0|0|0
6401|2319,38|18,6|0|0|18,6|0|0|0|0
6403|1196,22|6,3099|0|0|6,3099|0|0|0|0
6404|787,15|7,3101|0|24,6|7,3101|24,6|0|24,6|1
6405|329,35|1,94|0|0|1,94|0|0|0|0
6408|4100,34|28,6499|0|7,48|28,6499|7,48|0|7,48|1
6409|534,85|5,3301|0|0|5,3301|0|0|0|0
6410|1143,78|5,72|0|1,9|5,72|1,9|1,9|0|1
6414|2715,26|14,8697|0|3,8|14,8697|3,8|0|0|0
6416|14403,82|98,4198|0|0|98,4198|0|0|0|0
6417|551,85|3,5599|0|0|3,5599|0|0|0|0
6419|127,98|0,64|0|0|0,64|0|0|0|0
6420|1754,34|9,6199|0|0|9,6199|0|0|0|0
6421|1513,55|10,2202|0|2,81|10,2202|2,81|0|0|0
6423|1319,63|8,1299|0|0|8,1299|0|0|0|0
6424|2438,54|15,2299|0|10,8601|15,2299|10,8601|0|1,4901|0,1372
6425|319,98|1,6|0|0|1,6|0|0|0|0
6426|759,98|7,6|0|0|7,6|0|0|0|0
6427|1399,39|8,7699|0|0|8,7699|0|0|0|0
6430|149,99|0,75|0|0|0,75|0|0|0|0
6431|399,84|2,4|0|0|2,4|0|0|0|0
6432|487,61|2,44|0|0|2,44|0|0|0|0
6433|3236,86|22|0|8,2|22|8,2|0|8,2|1
6434|394,9|2,8|0|0|2,8|0|0|0|0
6435|142,49|1,42|0|0|1,42|0|0|0|0
6436|2294,05|19,7499|0|32,68|19,7499|32,68|0|0|0
6438|4791,86|39,0201|0|40,62|39,0201|40,62|0|0|0
6440|229,98|1,15|0|0|1,15|0|0|0|0
6441|3614,76|21,7201|0|0|21,7201|0|0|0|0
6442|511,73|3,7099|0|0|3,7099|0|0|0|0
6444|689,85|3,4499|0|0|3,4499|0|0|0|0
6447|412,93|2,06|0|0|2,06|0|0|0|0
6450|1379,67|8,4502|0|0|8,4502|0|0|0|0
6452|127,46|0,64|0|0|0,64|0|0|0|0
6456|2243,59|16,39|0|2,76|16,39|2,76|0|0|0
6457|1249,34|8,3199|0|0|8,3199|0|0|0|0
6459|1764,01|8,83|0|0|8,83|0|0|0|0
6461|368,31|2,7|0|0|2,7|0|0|0|0
6464|1463,3|8,36|0|0|8,36|0|0|0|0
6468|947,64|5,89|0|4,1|5,89|4,1|0|0|0
6469|469,93|2,3499|0|0|2,3499|0|0|0|0
6471|784,87|5,35|0|0|5,35|0|0|0|0
6472|2674,41|20,7201|0|0|20,7201|0|0|0|0
6473|2069,56|10,35|0|0|10,35|0|0|0|0
6474|802,71|6,7799|0|0|6,7799|0|0|0|0
6480|2405,17|19,7598|0|14,61|19,7598|14,61|0|0|0
6482|196,94|0,99|0|0|0,99|0|0|0|0
6484|3007,45|22,3|0|0|22,3|0|0|0|0
6489|839,7|4,2002|0|0|4,2002|0|0|0|0
6492|3430,98|30,6298|0|15,5001|30,6298|15,5001|0|0|0
6494|1160,51|8,8699|0|0|8,8699|0|0|0|0
6498|1802,53|10,7599|0|4,93|10,7599|4,93|0,93|0|0,1886
6501|7480,04|54,67|0|29,41|54,67|29,41|0|0|0
6502|239,89|2|0|0|2|0|0|0|0
6509|922,71|6,12|0|0|6,12|0|0|0|0
6512|362,82|1,81|0|0|1,81|0|0|0|0
6517|3670,11|20,8605|0|12,57|20,8605|12,57|0|12,57|1
6518|3433,84|18,7399|0|0|18,7399|0|0|0|0
6520|169,95|0,85|0|0|0,85|0|0|0|0
6521|12910,87|73,9903|0|0|73,9903|0|0|0|0
6523|2006,7|10,0402|0|0|10,0402|0|0|0|0
6524|509,91|2,55|0|0|2,55|0|0|0|0
6528|3986,64|24,1201|0|0|24,1201|0|0|0|0
6529|1248,74|6,28|0|0|6,28|0|0|0|0
6532|234,26|1,39|0|0|1,39|0|0|0|0
6533|1439,78|11,4699|0|0|11,4699|0|0|0|0
6535|589,87|4,65|0|0|4,65|0|0|0|0
6537|397,31|1,99|0|0|1,99|0|0|0|0
6544|2058,91|20,6|0|0|20,6|0|0|0|0
6547|3319,06|17,5799|0|0|17,5799|0|0|0|0
6548|361,94|3,62|0|0|3,62|0|0|0|0
6549|1199,68|12|0|0|12|0|0|0|0
6552|339,93|1,7|0|0|1,7|0|0|0|0
6557|1304,39|8,0402|0|15,48|8,0402|15,48|0|0|0
6565|1726,08|11,69|0|0|11,69|0|0|0|0
6567|5532,02|41,0098|0|32,3|41,0098|32,3|0|32,3|1
6568|699,84|3,5|0|0|3,5|0|0|0|0
6571|1272,4|6,61|0|0|6,61|0|0|0|0
6573|284,9|2,85|0|0|2,85|0|0|0|0
6574|6002,63|53,0599|0|9,12|53,0599|9,12|0|0|0
6577|575,81|2,8799|0|0|2,8799|0|0|0|0
6579|2484,66|15,2|0|0|15,2|0|0|0|0
6581|149,99|0,75|0|0|0,75|0|0|0|0
6584|569,94|2,85|0|0|2,85|0|0|0|0
6585|1289,39|6,45|0|0|6,45|0|0|0|0
6586|3562,81|25,6899|0|19,6|25,6899|19,6|0|0|0
6587|2118,97|14,8196|0|0|14,8196|0|0|0|0
6588|2113,6|11,52|0|0|11,52|0|0|0|0
6590|279,89|1,4|0|0|1,4|0|0|0|0
6592|729,83|3,65|0|0|3,65|0|0|0|0
6593|123,49|1,24|0|0|1,24|0|0|0|0
6599|2311,05|13,2197|0|17,8699|13,2197|17,8699|0|2,2999|0,1287
6602|205,76|1,0299|0|0|1,0299|0|0|0|0
6603|5264,52|38,5201|0|17|38,5201|17|0|0|0
6604|226,91|1,13|0|0|1,13|0|0|0|0
6608|1388,91|10,9299|0|0|10,9299|0|0|0|0
6612|12900,01|124,2102|0|91,9902|124,2102|91,9902|7,0001|33,9901|0,4455
6613|5162,49|28,4799|0|22,84|28,4799|22,84|0|0|0
6614|1307,9|6,5402|0|5,4|6,5402|5,4|0|0|0
6615|617,79|5,4301|0|0|5,4301|0|0|0|0
6618|167,12|1,67|0|0|1,67|0|0|0|0
6619|1229,67|9,65|0|0|9,65|0|0|0|0
6621|1203,76|12,0401|0|0|12,0401|0|0|0|0
6622|180,45|2,28|0|0|2,28|0|0|0|0
6623|4651,52|25,9|0|15,47|25,9|15,47|0|15,47|1
6629|1267,05|9,7401|0|0|9,7401|0|0|0|0
6630|2488,82|22,33|0|0|22,33|0|0|0|0
6631|2182,15|13,6099|0|0|13,6099|0|0|0|0
6634|14177,46|109,0802|0|102,4199|109,0802|102,4199|0|40|0,3905
6635|6236,75|45,2401|0|39,62|45,2401|39,62|0|0|0
6636|965,82|6,5198|0|0|6,5198|0|0|0|0
6638|4891,4|43,6598|0|34,86|43,6598|34,86|0|28|0,8032
6639|99,99|0,5|0|0|0,5|0|0|0|0
6641|792|4,4599|0|0|4,4599|0|0|0|0
6644|349,9|1,75|0|0|1,75|0|0|0|0
6645|1607,54|8,1997|0|0|8,1997|0|0|0|0
6646|6136,23|39,2901|0|62|39,2901|62|0|0|0
6647|931,28|5,5599|0|0|5,5599|0|0|0|0
6650|677,79|6,78|0|0|6,78|0|0|0|0
6651|339,98|1,7|0|0|1,7|0|0|0|0
6658|1289,76|8,0998|0|0|8,0998|0|0|0|0
6659|289,81|2,2|0|0|2,2|0|0|0|0
6661|134,95|0,68|0|0|0,68|0|0|0|0
6662|245,13|1,49|0|0|1,49|0|0|0|0
6663|2510,69|17,0599|0|0|17,0599|0|0|0|0
6665|259,18|1,3|0|0|1,3|0|0|0|0
6666|525,41|2,63|0|0|2,63|0|0|0|0
6668|74,92|0,37|0|0|0,37|0|0|0|0
6669|169,02|1,69|0|0|1,69|0|0|0|0
6670|776,27|6,57|0|0|6,57|0|0|0|0
6673|149,99|0,75|0|0|0,75|0|0|0|0
6675|2677,78|20,6902|0|18,84|20,6902|18,84|0|5,77|0,3062
6676|2182,51|9,8699|0|0|9,8699|0|0|0|0
6677|1102,81|11,0301|0|0|11,0301|0|0|0|0
6679|7531,1|71,1895|0|0|71,1895|0|0|0|0
6681|1130,59|10,31|0|0|10,31|0|0|0|0
6685|3612,29|31,2201|0|0|31,2201|0|0|0|0
6686|176,68|1,77|0|0|1,77|0|0|0|0
6689|256,45|2,57|0|0|2,57|0|0|0|0
6690|3366,44|22,2798|0|20|22,2798|20|0|0|0
6691|1933,26|9,6697|0|0|9,6697|0|0|0|0
6692|69,95|0,7|0|0|0,7|0|0|0|0
6693|99,99|0,5|0|0|0,5|0|0|0|0
6695|375,95|1,88|0|0|1,88|0|0|0|0
6696|5061,33|52,4902|0|40,1701|52,4902|40,1701|0|0|0
6697|352,56|1,76|0|0|1,76|0|0|0|0
6698|299,97|1,5|0|0|1,5|0|0|0|0
6701|3923,7|23,0998|0|16,0299|23,0998|16,0299|0|0|0
6702|1759,79|8,8999|0|0|8,8999|0|0|0|0
6703|212,72|2,13|0|0|2,13|0|0|0|0
6704|593,23|3,44|0|1,7|3,44|1,7|0|0|0
6705|399,99|2|0|0|2|0|0|0|0
6707|2200,9|16,86|0|20,39|16,86|20,39|0|0|0
6708|675,62|3,8|0|0|3,8|0|0|0|0
6709|1218,77|7,8999|0|3,55|7,8999|3,55|0|0|0
6710|588,22|1,44|0|0|1,44|0|0|0|0
6715|149,95|1,5|0|0|1,5|0|0|0|0
6716|4009,94|31,4102|0|18,9999|31,4102|18,9999|0|0|0
6721|454,88|2,28|0|0|2,28|0|0|0|0
6722|693,69|3,4699|0|0|3,4699|0|0|0|0
6724|3580,8|26,4701|0|21,24|26,4701|21,24|0|0|0
6726|4259,67|22,31|0|16,14|22,31|16,14|0|0|0
6730|784,35|5,9|0|0|5,9|0|0|0|0
6733|991,67|4,9599|0|0|4,9599|0|0|0|0
6734|389,92|1,95|0|0|1,95|0|0|0|0
6735|1074,36|7,03|0|0|7,03|0|0|0|0
6736|679,9|6,8|0|0|6,8|0|0|0|0
6739|3706,71|24,0699|0|0|24,0699|0|0|0|0
6741|3158,67|26,3198|0|0|26,3198|0|0|0|0
6742|4691,41|24,41|0|16,35|24,41|16,35|0|0|0
6745|1024,21|10,24|0|0|10,24|0|0|0|0
6746|269,96|1,35|0|0|1,35|0|0|0|0
6749|5259,63|33,08|0|32,61|33,08|32,61|0|0|0
6750|1572,05|13,39|0|0|13,39|0|0|0|0
6752|1628,66|11,16|0|0|11,16|0|0|0|0
6753|179,91|1,8|0|0|1,8|0|0|0|0
6754|526,17|5,2601|0|0|5,2601|0|0|0|0
6755|4330,11|30,1303|0|0|30,1303|0|0|0|0
6760|3835,03|25,08|0|20,6299|25,08|20,6299|0|3,1699|0,1536
6761|1919,66|12,1|0|0|12,1|0|0|0|0
6764|956,11|4,7899|0|0|4,7899|0|0|0|0
6765|1887,4|13,53|0|0|13,53|0|0|0|0
6767|1725,54|13,5901|0|0|13,5901|0|0|0|0
6768|1936,97|11,7899|0|0|11,7899|0|0|0|0
6769|1169,66|9,9201|0|0|9,9201|0|0|0|0
6770|287,92|1,44|0|0|1,44|0|0|0|0
6774|2130,2|20,0499|0|6,4|20,0499|6,4|0|6,4|1
6775|353,91|2,62|0|0|2,62|0|0|0|0
6777|15062,09|121,57|0|64,92|121,57|64,92|0|0|0
6779|349,9|1,75|0|0|1,75|0|0|0|0
6780|3783,56|18,93|0|4,8999|18,93|4,8999|0|0|0
6781|338,18|1,9199|0|0|1,9199|0|0|0|0
6783|2372,28|11,8597|0|0|11,8597|0|0|0|0
6784|210,64|1,46|0|0|1,46|0|0|0|0
6785|3627,3|19,5999|0|10,37|19,5999|10,37|0|0|0
6788|110,48|0,5499|0|0|0,5499|0|0|0|0
6790|237,48|2,38|0|0|2,38|0|0|0|0
6792|359,9|1,8|0|0|1,8|0|0|0|0
6794|509,65|4,5501|0|0|4,5501|0|0|0|0
6803|107,84|0,5398|0|0|0,5398|0|0|0|0
6806|5617,5|39,3|0|13,11|39,3|13,11|0|0|0
6809|449,93|2,25|0|0|2,25|0|0|0|0
6810|2575,32|12,8799|0|6,2601|12,8799|6,2601|0|0|0
6811|409,97|2,05|0|0|2,05|0|0|0|0
6812|1461,58|7,3099|0|0|7,3099|0|0|0|0
6813|369,94|2,06|0|4|2,06|4|0|0|0
6815|1575,07|13,2999|0|0|13,2999|0|0|0|0
6816|137,92|0,69|0|0|0,69|0|0|0|0
6819|24,95|0,25|0|0|0,25|0|0|0|0
6820|1633,45|9,8398|0|5,09|9,8398|5,09|0|0|0
6824|2627,41|16,3798|0|6,7501|16,3798|6,7501|0|0|0
6826|534,9|4,7|0|0|4,7|0|0|0|0
6828|4854,05|29,7597|0|0|29,7597|0|0|0|0
6829|992,61|5,44|0|0|5,44|0|0|0|0
6831|144,93|0,72|0|0|0,72|0|0|0|0
6833|747,81|3,7399|0|0|3,7399|0|0|0|0
6834|111,98|0,56|0|0|0,56|0|0|0|0
6839|2094,39|11,9699|0|0|11,9699|0|0|0|0
6841|770,86|5,8401|0|0|5,8401|0|0|0|0
6844|4709,2|31,4999|0|18,1501|31,4999|18,1501|18,1501|0|1
6846|534,87|2,67|0|0|2,67|0|0|0|0
6849|179,85|0,9|0|0|0,9|0|0|0|0
6851|1557,73|16,9899|0|7,72|16,9899|7,72|0|0|0
6852|3441,89|23,1196|0|9,88|23,1196|9,88|0|9,88|1
6854|365,52|2,2999|0|0|2,2999|0|0|0|0
6857|213,85|1,7899|0|0|1,7899|0|0|0|0
6860|2349,37|18,7598|0|0|18,7598|0|0|0|0
6862|99,99|0,5|0|0|0,5|0|0|0|0
6863|4015,82|22,4896|0|21,8799|22,4896|21,8799|0|17,12|0,7824
6864|902,42|5,7799|0|3,25|5,7799|3,25|0|0|0
6867|2443,29|5,8702|0|0|5,8702|0|0|0|0
6868|468,82|4,6899|0|0|4,6899|0|0|0|0
6870|129,99|0,65|0|0|0,65|0|0|0|0
6871|99,99|0,5|0|0|0,5|0|0|0|0
6872|8643,63|72,6994|0|0|72,6994|0|0|0|0
6874|3155,02|15,8496|0|16,78|15,8496|16,78|0|0|0
6875|201,14|1,13|0|0|1,13|0|0|0|0
6876|492,64|3,5299|0|0|3,5299|0|0|0|0
6877|3022,59|16,5897|0|0|16,5897|0|0|0|0
6883|5602,02|47,1899|0|54,9401|47,1899|54,9401|0|0|0
6885|14089,86|80,7295|0|0|80,7295|0|0|0|0
6886|7819,88|61,1204|0|0|61,1204|0|0|0|0
6891|5257,44|38,8295|0|15,33|38,8295|15,33|0|0|0
6893|322,87|3,23|0|0|3,23|0|0|0|0
6900|1962,11|9,8101|0|0|9,8101|0|0|0|0
6903|1068,73|11,11|0|0|11,11|0|0|0|0
6904|10344,91|67,1896|0|111,29|67,1896|111,29|0|32,84|0,295
6906|230,95|2,31|0|0|2,31|0|0|0|0
6907|349,9|1,75|0|0|1,75|0|0|0|0
6908|99,95|0,5|0|0|0,5|0|0|0|0
6909|807,86|5,25|0|0|5,25|0|0|0|0
6914|827,62|8,28|0|0|8,28|0|0|0|0
6918|161,46|1,61|0|0|1,61|0|0|0|0
6919|2945,38|19,62|0|0|19,62|0|0|0|0
6923|3609,25|23,0399|0|0|23,0399|0|0|0|0
6925|455,41|2,28|0|0|2,28|0|0|0|0
6926|1175,39|10,2499|0|4,5599|10,2499|4,5599|0|0|0
6928|2399,58|11,9998|0|7,14|11,9998|7,14|0|7,14|1
6930|1591,56|7,9599|0|0|7,9599|0|0|0|0
6932|7442,15|50,0993|0|0|50,0993|0|0|0|0
6934|5127,81|25,6203|0|0|25,6203|0|0|0|0
6936|3389,47|28,45|0|0|28,45|0|0|0|0
6938|7845,6|59,16|0|29,2299|59,16|29,2299|0|15,96|0,546
6939|3114,35|19,4699|0|0|19,4699|0|0|0|0
6940|170,98|1,71|0|0|1,71|0|0|0|0
6941|153,91|0,35|0|0|0,35|0|0|0|0
6942|377,87|1,89|0|0|1,89|0|0|0|0
6943|587,76|2,9399|0|0|2,9399|0|0|0|0
6946|1156,63|9,69|0|0|9,69|0|0|0|0
6948|79,99|0,4|0|0|0,4|0|0|0|0
6953|1210,83|7,5099|0|0|7,5099|0|0|0|0
6957|411,87|2,0599|0|0|2,0599|0|0|0|0
6958|269,92|1,35|0|0|1,35|0|0|0|0
6959|1526,54|7,6298|0|0|7,6298|0|0|0|0
6960|3570,97|26,74|0|6,46|26,74|6,46|0|6,46|1
6963|1175,7|7,3499|0|0|7,3499|0|0|0|0
6965|3395,75|23,0799|0|7,76|23,0799|7,76|0|0|0
6967|759,92|3,92|0|0|3,92|0|0|0|0
6969|10006,79|82,7403|0|73,7001|82,7403|73,7001|0|0|0
6970|794,81|4,72|0|0|4,72|0|0|0|0
6979|1410,16|7,7497|0|0|7,7497|0|0|0|0
6981|1632,5|8,1499|0|0|8,1499|0|0|0|0
6984|149,98|0,75|0|0|0,75|0|0|0|0
6985|912,39|4,5699|0|0|4,5699|0|0|0|0
6989|1993,95|18,38|0|8,5|18,38|8,5|0|8,5|1
6994|1249,34|11,2502|0|0|11,2502|0|0|0|0
6995|395,91|2,61|0|0|2,61|0|0|0|0
6997|1807,62|15,77|0|0|15,77|0|0|0|0
6998|2743,1|14,97|0|4,45|14,97|4,45|0|0|0
6999|768,65|4,7001|0|0|4,7001|0|0|0|0
7000|118,96|0,6|0|0|0,6|0|0|0|0
7002|347,95|3,3|0|0|3,3|0|0|0|0
7005|1095,68|5,4801|0|0|5,4801|0|0|0|0
7006|2065,43|16,7501|0|4|16,7501|4|0|0|0
7010|798,5|4,0001|0|0|4,0001|0|0|0|0
7013|16095,37|103,3595|0|103,56|103,3595|103,56|0|16,39|0,1582
7015|889,64|7,0999|0|0|7,0999|0|0|0|0
7017|1334,34|13,39|0|0|13,39|0|0|0|0
7018|1568,03|13,41|0|0|13,41|0|0|0|0
7020|1284,41|8,25|0|0|8,25|0|0|0|0
7021|757,66|3,7898|0|0|3,7898|0|0|0|0
7022|1076,27|7,8499|0|0|7,8499|0|0|0|0
7024|2493,66|13,9799|0|7,69|13,9799|7,69|0|3,69|0,4798
7025|179,95|0,9|0|0|0,9|0|0|0|0
7026|991,7|6,2099|0|0|6,2099|0|0|0|0
7027|2831,41|20,5399|0|0|20,5399|0|0|0|0
7028|747,96|5,19|0|0|5,19|0|0|0|0
7029|3303,78|23,5699|0|0|23,5699|0|0|0|0
7030|269,85|1,35|0|0|1,35|0|0|0|0
7031|219,72|2,2|0|0|2,2|0|0|0|0
7032|8316,69|57,3796|0|0|57,3796|0|0|0|0
7034|5274,44|45,0699|0|10,26|45,0699|10,26|0|0|0
7037|627,86|4,28|0|0|4,28|0|0|0|0
7043|79,92|0,4|0|0|0,4|0|0|0|0
7045|2635,13|21,2599|0|9,74|21,2599|9,74|0|9,74|1
7046|309,85|1,55|0|0|1,55|0|0|0|0
7048|725,62|0|0|0|0|0|0|0|0
7049|2312,77|16,1399|0|0|16,1399|0|0|0|0
7050|314,96|1,58|0|0|1,58|0|0|0|0
7054|84,96|0,42|0|0|0,42|0|0|0|0
7055|4877,47|53,7698|0|18,99|53,7698|18,99|0|7,99|0,4207
7057|1801,12|9,09|0|0|9,09|0|0|0|0
7062|859,79|4,95|0|0|4,95|0|0|0|0
7063|149,99|0,75|0|0|0,75|0|0|0|0
7065|891,7|4,4599|0|0|4,4599|0|0|0|0
7071|705,66|6,46|0|0|6,46|0|0|0|0
7072|1459,65|10,94|0|0|10,94|0|0|0|0
7074|2502,21|16,16|0|10,71|16,16|10,71|0|0|0
7076|1823,73|13,5398|0|5,9|13,5398|5,9|0|5,9|1
7077|329,89|1,65|0|0|1,65|0|0|0|0
7081|1233,2|9,63|0|0|9,63|0|0|0|0
7083|1810,78|16,1699|0|0|16,1699|0|0|0|0
7085|1658,67|8,2898|0|0|8,2898|0|0|0|0
7086|1023,11|9,58|0|0|9,58|0|0|0|0
7087|1461,43|10,56|0|9,7|10,56|9,7|0|0|0
7088|1318,08|8,5297|0|0|8,5297|0|0|0|0
7090|149,99|0,75|0|0|0,75|0|0|0|0
7091|7622,73|57,3397|0|28,6|57,3397|28,6|0|28,6|1
7092|3101,62|22,7998|0|0|22,7998|0|0|0|0
7093|603,85|6,04|0|0|6,04|0|0|0|0
7094|1221,12|4,91|0|0|4,91|0|0|0|0
7095|654,42|4,3301|0|5,4|4,3301|5,4|0|5,4|1
7098|69,99|0,35|0|0|0,35|0|0|0|0
7100|3034,65|22,3199|0|7,73|22,3199|7,73|0|0|0
7101|2955,15|25,8402|0|5,0801|25,8402|5,0801|0|0|0
7102|5759,39|47,4001|0|46,45|47,4001|46,45|36,45|0|0,7847
7103|479,9|3,8999|0|0|3,8999|0|0|0|0
7104|303,8|4,5599|0|0|4,5599|0|0|0|0
7105|599,9|2,9999|0|0|2,9999|0|0|0|0
7107|99,95|1|0|0|1|0|0|0|0
7111|393,92|1,9699|0|0|1,9699|0|0|0|0
7121|1663,27|14,7401|0|16,05|14,7401|16,05|16,05|0|1
7126|675,77|3,3799|0|0|3,3799|0|0|0|0
7130|2353,78|18,7399|0|0|18,7399|0|0|0|0
7131|3610,65|31,16|0|0|31,16|0|0|0|0
7132|2114,44|9|0|0|9|0|0|0|0
7133|369,75|3,7001|0|0|3,7001|0|0|0|0
7135|2492,04|13,5399|0|0|13,5399|0|0|0|0
7137|1325,61|12,1301|0|0|12,1301|0|0|0|0
7139|629,85|4,15|0|0|4,15|0|0|0|0
7140|1576,67|10,4501|0|10,15|10,4501|10,15|0|0|0
7147|2670|16,3501|0|0|16,3501|0|0|0|0
7152|1343,78|7,35|0|0|7,35|0|0|0|0
7154|1126,83|8,55|0|0|8,55|0|0|0|0
7157|5955,93|44,5894|0|24,5701|44,5894|24,5701|0|0|0
7158|2350,23|11,75|0|0|11,75|0|0|0|0
7159|328,71|1,64|0|0|1,64|0|0|0|0
7162|364,65|3,3699|0|0|3,3699|0|0|0|0
7163|189,85|1,9|0|0|1,9|0|0|0|0
7164|689,85|3,45|0|0|3,45|0|0|0|0
7165|1067,45|8,6101|0|26,9999|8,6101|26,9999|0|0|0
7172|462,24|2,3099|0|0|2,3099|0|0|0|0
7173|49,9|0,25|0|0|0,25|0|0|0|0
7175|269,9|1,35|0|0|1,35|0|0|0|0
7176|1277,51|6,4598|0|0|6,4598|0|0|0|0
7177|151,98|1,52|0|0|1,52|0|0|0|0
7180|49,99|0,5|0|0|0,5|0|0|0|0
7182|3584,22|21,3198|0|0|21,3198|0|0|0|0
7185|664,75|3,32|0|0|3,32|0|0|0|0
7186|249,99|1,25|0|0|1,25|0|0|0|0
7188|394,85|2,65|0|0|2,65|0|0|0|0
7191|6130,31|85,8496|0|35,75|85,8496|35,75|0|0|0
7193|429,82|2,15|0|0|2,15|0|0|0|0
7195|2692,2|23,71|0|63,28|23,71|63,28|57,28|6|1
7198|2735,17|15,17|0|0|15,17|0|0|0|0
7200|8323,82|54,7282|0|0|54,7282|0|0|0|0
7201|1439,74|12,3601|0|0|12,3601|0|0|0|0
7202|3930,44|25,6296|0|12,64|25,6296|12,64|12,64|0|1
7203|1859,32|9,2301|0|0|9,2301|0|0|0|0
7204|2085,35|14,5099|0|0|14,5099|0|0|0|0
7206|1639,2|12,59|0|0|12,59|0|0|0|0
7207|1319,51|6,6|0|0|6,6|0|0|0|0
7209|2152,25|16,29|0|0|16,29|0|0|0|0
7212|1463,68|7,3199|0|0|7,3199|0|0|0|0
7214|311,87|1,56|0|0|1,56|0|0|0|0
7216|22,45|0,22|0|0|0,22|0|0|0|0
7217|7959,03|63,2999|0|29,11|63,2999|29,11|0|0|0
7218|8575,99|55,8496|0|82,7699|55,8496|82,7699|0|21,9999|0,2657
7219|1720,6|13,0299|0|10|13,0299|10|0|0|0
7220|2110,21|12,8401|0|0|12,8401|0|0|0|0
7226|1139,6|5,7|0|0|5,7|0|0|0|0
7228|2624,67|8,6699|0|0|8,6699|0|0|0|0
7229|2445,54|16,19|0|15,71|16,19|15,71|0|0|0
7232|814,87|5,56|0|2,89|5,56|2,89|2,89|0|1
7233|935,05|6,55|0|0|6,55|0|0|0|0
7234|1336,14|9,51|0|0|9,51|0|0|0|0
7236|961,66|5,08|0|0|5,08|0|0|0|0
7237|2487,07|17,3301|0|0|17,3301|0|0|0|0
7241|642,84|3,36|0|0|3,36|0|0|0|0
7245|3586,64|32,8499|0|20,7099|32,8499|20,7099|0|7,7|0,3718
7247|1646,66|11,61|0|41,03|11,61|41,03|0|35,9|0,8749
7249|1060,84|5,2999|0|0|5,2999|0|0|0|0
7250|4774,31|79,3699|0|0|79,3699|0|0|0|0
7255|151,98|1,52|0|0|1,52|0|0|0|0
7256|139,98|1,15|0|0|1,15|0|0|0|0
7259|383,89|3,19|0|0|3,19|0|0|0|0
7260|561,39|3,31|0|0|3,31|0|0|0|0
7263|4653,13|30,8699|0|0|30,8699|0|0|0|0
7266|94,95|0,95|0|0|0,95|0|0|0|0
7271|629,75|3,15|0|0|3,15|0|0|0|0
7272|413,86|2,0698|0|0|2,0698|0|0|0|0
7274|7165,85|43,6496|0|0|43,6496|0|0|0|0
7275|8803,48|66,5106|0|71,04|66,5106|71,04|0|39,13|0,5508
7278|367,43|3,26|0|0|3,26|0|0|0|0
7280|819,5|0|0|0|0|0|0|0|0
7281|15323,87|153,4305|0|17,85|153,4305|17,85|0|0|0
7283|2428,39|13,0398|0|0|13,0398|0|0|0|0
7284|215,72|2,16|0|0|2,16|0|0|0|0
7285|835,74|7,03|0|0|7,03|0|0|0|0
7287|1446,71|11,9701|0|0|11,9701|0|0|0|0
7288|3539,36|19,6998|0|0|19,6998|0|0|0|0
7289|1425,6|12,4901|0|0|12,4901|0|0|0|0
7292|769,78|5,5499|0|0|5,5499|0|0|0|0
7294|2911,15|19,4898|0|0|19,4898|0|0|0|0
7300|379,85|3,8|0|0|3,8|0|0|0|0
7301|492,7|3,13|0|0|3,13|0|0|0|0
7303|459,9|3,75|0|0|3,75|0|0|0|0
7304|599,25|4,68|0|2,37|4,68|2,37|0|0|0
7305|132,95|1,33|0|0|1,33|0|0|0|0
7306|1754,2|11,99|0|0|11,99|0|0|0|0
7309|1338,27|8,1798|0|36|8,1798|36|0|36|1
7310|1281,66|6,0898|0|0|6,0898|0|0|0|0
7311|660,28|3,2999|0|0|3,2999|0|0|0|0
