,Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
482,16,483,063.3 058.0,19-4903CR-HY-065-1030-06330580-0125A-7,125,8.88,33.732,,26.147,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,8.88,8.87,33.732,26.14,188.2,0.28,,,,,,,,,,126,,,,,,,,
483,16,484,063.3 058.0,19-4903CR-HY-065-1030-06330580-0150A-7,150,8.61,33.789,,26.234,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,8.61,8.59,33.789,26.23,180.4,0.32,,,,,,,,,,151,,,,,,,,
484,16,485,063.3 058.0,19-4903CR-HY-065-1030-06330580-0155A-3,155,8.57,33.8,,26.248,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,155.0,8.57,8.55,33.8,26.24,179.1,0.33,,,,,,,,,,156,,,,,,,,
485,16,486,063.3 058.0,19-4903CR-HY-065-1030-06330580-0200A-7,200,8.19,33.985,,26.452,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.19,8.17,33.985,26.45,160.5,0.41,,,,,,,,,,201,,,,,,,,
486,16,487,063.3 058.0,19-4903CR-HY-065-1030-06330580-0204A-3,204,8.16,34.0,,26.468,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,204.0,8.16,8.14,34.0,26.46,159.0,0.41,,,,,,,,,,205,,,,,,,,
487,16,488,063.3 058.0,19-4903CR-HY-065-1030-06330580-0250A-7,250,7.66,34.0,,26.542,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.66,7.64,34.0,26.54,152.6,0.48,,,,,,,,,,252,,,,,,,,
488,16,489,063.3 058.0,19-4903CR-HY-065-1030-06330580-0300A-7,300,7.17,34.0,,26.612,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.17,7.14,34.0,26.61,146.5,0.56,,,,,,,,,,302,,,,,,,,
489,16,490,063.3 058.0,19-4903CR-HY-065-1030-06330580-0304A-3,304,7.13,34.0,,26.617,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,304.0,7.13,7.1,34.0,26.61,146.0,0.57,,,,,,,,,,306,,,,,,,,
490,16,491,063.3 058.0,19-4903CR-HY-065-1030-06330580-0400A-7,400,6.72,34.1,,26.753,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.72,6.68,34.1,26.75,134.4,0.7,,,,,,,,,,403,,,,,,,,
491,16,492,063.3 058.0,19-4903CR-HY-065-1030-06330580-0408A-3,408,6.7,34.11,,26.764,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,408.0,6.7,6.66,34.11,26.76,133.5,0.71,,,,,,,,,,411,,,,,,,,
492,16,493,063.3 058.0,19-4903CR-HY-065-1030-06330580-0500A-7,500,6.11,34.169,,26.888,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,6.11,6.07,34.169,26.88,122.5,0.83,,,,,,,,,,504,,,,,,,,
493,16,494,063.3 058.0,19-4903CR-HY-065-1030-06330580-0600A-7,600,5.43,34.217,,27.01,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.43,5.38,34.217,27.01,111.4,0.95,,,,,,,,,,605,,,,,,,,
494,16,495,063.3 058.0,19-4903CR-HY-065-1030-06330580-0607A-3,607,5.38,34.22,,27.019,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,607.0,5.38,5.33,34.22,27.01,110.7,0.95,,,,,,,,,,612,,,,,,,,
495,16,496,063.3 058.0,19-4903CR-HY-065-1030-06330580-0700A-7,700,4.9,34.269,,27.114,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.9,4.84,34.269,27.11,102.1,1.05,,,,,,,,,,706,,,,,,,,
496,16,497,063.3 058.0,19-4903CR-HY-065-1030-06330580-0792A-3,792,4.5,34.31,,27.191,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,792.0,4.5,4.44,34.31,27.19,95.1,1.14,,,,,,,,,,798,,,,,,,,
497,16,498,063.3 058.0,19-4903CR-HY-065-1030-06330580-0800A-7,800,4.48,34.311,,27.194,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.48,4.42,34.311,27.19,94.9,1.15,,,,,,,,,,807,,,,,,,,
498,16,499,063.3 058.0,19-4903CR-HY-065-1030-06330580-0900A-7,900,4.21,34.319,,27.23,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.21,4.14,34.319,27.23,92.0,1.24,,,,,,,,,,908,,,,,,,,
499,16,500,063.3 058.0,19-4903CR-HY-065-1030-06330580-1000A-7,1000,3.95,34.329,,27.265,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.95,3.87,34.329,27.26,89.0,1.33,,,,,,,,,,1009,,,,,,,,
500,16,501,063.3 058.0,19-4903CR-HY-065-1030-06330580-1100A-7,1100,3.69,34.339,,27.3,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.69,3.61,34.339,27.3,86.0,1.42,,,,,,,,,,1110,,,,,,,,
501,16,502,063.3 058.0,19-4903CR-HY-065-1030-06330580-1106A-3,1106,3.67,34.34,,27.303,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1106.0,3.67,3.59,34.34,27.3,85.7,1.43,,,,,,,,,,1116,,,,,,,,
502,17,503,072.0 056.0,19-4903CR-HY-066-0000-07200560-0000B-3,0,12.0,33.31,,25.277,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,12.0,12.0,33.31,25.27,268.4,0.0,,,,,,,,,,0,,,,,,,,
503,17,504,072.0 056.0,19-4903CR-HY-066-0000-07200560-0010A-3,10,11.88,33.26,,25.261,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,11.88,11.88,33.26,25.26,270.2,0.02,,,,,,,,,,10,,,,,,,,
504,17,505,072.0 056.0,19-4903CR-HY-066-0000-07200560-0020A-7,20,11.74,33.265,,25.291,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,11.74,11.74,33.265,25.29,267.5,0.05,,,,,,,,,,20,,,,,,,,
505,17,506,072.0 056.0,19-4903CR-HY-066-0000-07200560-0025A-3,25,11.66,33.28,,25.318,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,25.0,11.66,11.66,33.28,25.31,265.1,0.06,,,,,,,,,,25,,,,,,,,
506,17,507,072.0 056.0,19-4903CR-HY-066-0000-07200560-0030A-7,30,11.55,33.296,,25.351,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.55,11.55,33.296,25.35,262.1,0.08,,,,,,,,,,30,,,,,,,,
507,17,508,072.0 056.0,19-4903CR-HY-066-0000-07200560-0050A-3,50,11.12,33.39,,25.502,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.12,11.11,33.39,25.5,248.2,0.13,,,,,,,,,,50,,,,,,,,
508,17,509,072.0 056.0,19-4903CR-HY-066-0000-07200560-0075A-3,75,10.8,33.55,,25.684,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,10.8,10.79,33.55,25.68,231.4,0.19,,,,,,,,,,75,,,,,,,,
509,17,510,072.0 056.0,19-4903CR-HY-066-0000-07200560-0100A-3,100,10.43,33.51,,25.718,,,,3,2.0,,2.0,8.0,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,10.43,10.42,33.51,,,0.24,,,,,,,,,,101,,,,,,,,
510,17,511,072.0 056.0,19-4903CR-HY-066-0000-07200560-0125A-7,125,9.88,33.793,,26.032,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,9.88,9.87,33.793,26.03,199.3,0.29,,,,,,,,,,126,,,,,,,,
511,17,512,072.0 056.0,19-4903CR-HY-066-0000-07200560-0150A-3,150,9.29,33.87,,26.19,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,9.29,9.27,33.87,26.19,184.7,0.34,,,,,,,,,,151,,,,,,,,
512,17,513,072.0 056.0,19-4903CR-HY-066-0000-07200560-0200A-3,200,8.42,33.91,,26.358,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.42,8.4,33.91,26.35,169.4,0.43,,,,,,,,,,201,,,,,,,,
513,17,514,072.0 056.0,19-4903CR-HY-066-0000-07200560-0250A-7,250,7.84,33.957,,26.482,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.84,7.82,33.957,26.48,158.4,0.51,,,,,,,,,,252,,,,,,,,
514,17,515,072.0 056.0,19-4903CR-HY-066-0000-07200560-0300A-3,300,7.5,34.09,,26.636,,,,3,2.0,8.0,2.0,,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.5,,34.09,,,0.59,,,,,,,,,,302,,,,,,,,
515,17,516,072.0 056.0,19-4903CR-HY-066-0000-07200560-0400A-3,400,6.59,34.09,,26.762,,,,3,2.0,8.0,2.0,,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.59,,34.09,,,0.73,,,,,,,,,,403,,,,,,,,
516,17,517,072.0 056.0,19-4903CR-HY-066-0000-07200560-0500A-3,500,6.18,34.16,,26.872,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,6.18,6.14,34.16,26.87,124.1,0.86,,,,,,,,,,504,,,,,,,,
517,17,518,072.0 056.0,19-4903CR-HY-066-0000-07200560-0600A-7,600,5.62,34.191,,26.967,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.62,5.57,34.191,26.96,115.8,0.98,,,,,,,,,,604,,,,,,,,
518,17,519,072.0 056.0,19-4903CR-HY-066-0000-07200560-0641A-3,641,5.42,34.14,,26.951,,,,3,2.0,,2.0,8.0,9,9,8.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,641.0,5.42,5.37,34.14,,,1.02,,,,,,,,,,646,,,,,,,,
519,17,520,072.0 056.0,19-4903CR-HY-066-0000-07200560-0700A-7,700,5.2,34.225,,27.045,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,5.2,5.14,34.225,27.04,109.1,1.09,,,,,,,,,,705,,,,,,,,
520,17,521,072.0 056.0,19-4903CR-HY-066-0000-07200560-0800A-7,800,4.82,34.261,,27.117,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.82,4.76,34.261,27.11,102.7,1.2,,,,,,,,,,806,,,,,,,,
521,17,522,072.0 056.0,19-4903CR-HY-066-0000-07200560-0873A-3,873,4.55,34.29,,27.171,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,873.0,4.55,4.48,34.29,27.17,98.0,1.27,,,,,,,,,,880,,,,,,,,
522,18,523,071.0 066.0,19-4903CR-HY-066-0524-07100660-0000B-3,0,11.8,32.92,,25.012,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,11.8,11.8,32.92,25.01,293.7,0.0,,,,,,,,,,0,,,,,,,,
523,18,524,071.0 066.0,19-4903CR-HY-066-0524-07100660-0010A-3,10,,32.84,,,,,,3,,9.0,2.0,,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,,,32.84,,,0.03,,,,,,,,,,10,,,,,,,,
524,18,525,071.0 066.0,19-4903CR-HY-066-0524-07100660-0020A-7,20,11.51,32.937,,25.077,,,,7,3.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,11.51,11.51,32.937,25.07,287.9,0.05,,,,,,,,,,20,,,,,,,,
525,18,526,071.0 066.0,19-4903CR-HY-066-0524-07100660-0024A-3,24,11.46,32.94,,25.09,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,24.0,11.46,11.46,32.94,25.09,286.8,0.07,,,,,,,,,,24,,,,,,,,
526,18,527,071.0 066.0,19-4903CR-HY-066-0524-07100660-0030A-7,30,11.36,32.929,,25.1,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,11.36,11.36,32.929,25.1,286.0,0.08,,,,,,,,,,30,,,,,,,,
527,18,528,071.0 066.0,19-4903CR-HY-066-0524-07100660-0048A-3,48,11.06,,,,,,,3,2.0,,,9.0,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,48.0,11.06,11.05,,,,0.13,,,,,,,,,,48,,,,,,,,
528,18,529,071.0 066.0,19-4903CR-HY-066-0524-07100660-0050A-7,50,11.03,32.917,,25.15,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.03,11.02,32.917,25.15,281.6,0.14,,,,,,,,,,50,,,,,,,,
529,18,530,071.0 066.0,19-4903CR-HY-066-0524-07100660-0071A-3,71,10.64,32.95,,25.245,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,71.0,10.64,10.63,32.95,25.24,273.1,0.2,,,,,,,,,,71,,,,,,,,
530,18,531,071.0 066.0,19-4903CR-HY-066-0524-07100660-0075A-7,75,10.53,32.977,,25.285,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,10.53,10.52,32.977,25.28,269.3,0.21,,,,,,,,,,75,,,,,,,,
531,18,532,071.0 066.0,19-4903CR-HY-066-0524-07100660-0095A-3,95,9.92,33.15,,25.523,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,95.0,9.92,9.91,33.15,25.52,247.0,0.26,,,,,,,,,,95,,,,,,,,
532,18,533,071.0 066.0,19-4903CR-HY-066-0524-07100660-0100A-7,100,9.75,33.206,,25.595,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,9.75,9.74,33.206,25.59,240.2,0.27,,,,,,,,,,101,,,,,,,,
533,18,534,071.0 066.0,19-4903CR-HY-066-0524-07100660-0125A-7,125,9.0,33.477,,25.928,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,125.0,9.0,8.99,33.477,25.92,209.0,0.33,,,,,,,,,,126,,,,,,,,
534,18,535,071.0 066.0,19-4903CR-HY-066-0524-07100660-0143A-3,143,8.56,33.66,,26.14,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,143.0,8.56,8.55,33.66,26.14,189.1,0.36,,,,,,,,,,144,,,,,,,,
535,18,536,071.0 066.0,19-4903CR-HY-066-0524-07100660-0150A-7,150,8.49,33.702,,26.184,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,150.0,8.49,8.47,33.702,26.18,185.1,0.38,,,,,,,,,,151,,,,,,,,
536,18,537,071.0 066.0,19-4903CR-HY-066-0524-07100660-0190A-3,190,8.31,33.86,,26.335,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,190.0,8.31,8.29,33.86,26.33,171.4,0.45,,,,,,,,,,191,,,,,,,,
537,18,538,071.0 066.0,19-4903CR-HY-066-0524-07100660-0200A-7,200,8.23,33.891,,26.372,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,200.0,8.23,8.21,33.891,26.37,168.1,0.47,,,,,,,,,,201,,,,,,,,
538,18,539,071.0 066.0,19-4903CR-HY-066-0524-07100660-0250A-7,250,7.8,34.009,,26.529,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,250.0,7.8,7.78,34.009,26.52,153.9,0.55,,,,,,,,,,251,,,,,,,,
539,18,540,071.0 066.0,19-4903CR-HY-066-0524-07100660-0283A-3,283,7.46,34.05,,26.61,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,283.0,7.46,7.43,34.05,26.61,146.6,0.6,,,,,,,,,,285,,,,,,,,
540,18,541,071.0 066.0,19-4903CR-HY-066-0524-07100660-0300A-7,300,7.27,34.05,,26.637,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,300.0,7.27,7.24,34.05,26.63,144.2,0.62,,,,,,,,,,302,,,,,,,,
541,18,542,071.0 066.0,19-4903CR-HY-066-0524-07100660-0381A-3,381,6.44,34.05,,26.75,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,381.0,6.44,6.41,34.05,26.75,134.1,0.73,,,,,,,,,,384,,,,,,,,
542,18,543,071.0 066.0,19-4903CR-HY-066-0524-07100660-0400A-7,400,6.32,34.061,,26.775,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,400.0,6.32,6.28,34.061,26.77,132.0,0.76,,,,,,,,,,403,,,,,,,,
543,18,544,071.0 066.0,19-4903CR-HY-066-0524-07100660-0500A-7,500,5.8,34.127,,26.893,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,500.0,5.8,5.76,34.127,26.89,121.6,0.89,,,,,,,,,,504,,,,,,,,
544,18,545,071.0 066.0,19-4903CR-HY-066-0524-07100660-0567A-3,567,5.56,34.18,,26.965,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,567.0,5.56,5.51,34.18,26.96,115.5,0.96,,,,,,,,,,571,,,,,,,,
545,18,546,071.0 066.0,19-4903CR-HY-066-0524-07100660-0600A-7,600,5.38,34.199,,27.002,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,600.0,5.38,5.33,34.199,27.0,112.2,1.0,,,,,,,,,,604,,,,,,,,
546,18,547,071.0 066.0,19-4903CR-HY-066-0524-07100660-0700A-7,700,4.87,34.251,,27.103,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,700.0,4.87,4.81,34.251,27.1,103.1,1.11,,,,,,,,,,705,,,,,,,,
547,18,548,071.0 066.0,19-4903CR-HY-066-0524-07100660-0800A-7,800,4.39,34.295,,27.191,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,800.0,4.39,4.33,34.295,27.19,95.0,1.21,,,,,,,,,,806,,,,,,,,
548,18,549,071.0 066.0,19-4903CR-HY-066-0524-07100660-0840A-3,840,4.21,34.31,,27.222,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,840.0,4.21,4.15,34.31,27.22,92.1,1.25,,,,,,,,,,847,,,,,,,,
549,18,550,071.0 066.0,19-4903CR-HY-066-0524-07100660-0900A-7,900,4.06,34.323,,27.249,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,900.0,4.06,3.99,34.323,27.24,89.9,1.3,,,,,,,,,,907,,,,,,,,
550,18,551,071.0 066.0,19-4903CR-HY-066-0524-07100660-1000A-7,1000,3.82,34.345,,27.291,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1000.0,3.82,3.75,34.345,27.29,86.3,1.39,,,,,,,,,,1009,,,,,,,,
551,18,552,071.0 066.0,19-4903CR-HY-066-0524-07100660-1100A-7,1100,3.58,34.368,,27.334,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1100.0,3.58,3.5,34.368,27.33,82.5,1.47,,,,,,,,,,1110,,,,,,,,
552,18,553,071.0 066.0,19-4903CR-HY-066-0524-07100660-1152A-3,1152,3.45,34.38,,27.356,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,1152.0,3.45,3.37,34.38,27.35,80.5,1.52,,,,,,,,,,1162,,,,,,,,
553,19,554,071.0 076.0,19-4903CR-HY-067-0518-07100760-0000B-3,0,12.5,32.95,,24.903,,,,3,1.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,0.0,12.5,12.5,32.95,24.9,304.0,0.0,,,,,,,,,,0,,,,,,,,
554,19,555,071.0 076.0,19-4903CR-HY-067-0518-07100760-0010A-7,10,12.5,33.027,,24.963,,,,7,1.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,10.0,12.5,12.5,33.027,24.96,298.6,0.03,,,,,,,,,,10,,,,,,,,
555,19,556,071.0 076.0,19-4903CR-HY-067-0518-07100760-0017A-3,17,12.44,33.08,,25.016,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,17.0,12.44,12.44,33.08,25.01,293.7,0.05,,,,,,,,,,17,,,,,,,,
556,19,557,071.0 076.0,19-4903CR-HY-067-0518-07100760-0020A-7,20,12.43,33.072,,25.011,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,20.0,12.43,12.43,33.072,25.01,294.2,0.06,,,,,,,,,,20,,,,,,,,
557,19,558,071.0 076.0,19-4903CR-HY-067-0518-07100760-0028A-3,28,12.3,33.04,,25.012,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,28.0,12.3,12.3,33.04,25.01,294.4,0.08,,,,,,,,,,28,,,,,,,,
558,19,559,071.0 076.0,19-4903CR-HY-067-0518-07100760-0030A-7,30,12.19,33.029,,25.024,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,30.0,12.19,12.19,33.029,25.02,293.2,0.08,,,,,,,,,,30,,,,,,,,
559,19,560,071.0 076.0,19-4903CR-HY-067-0518-07100760-0042A-3,42,11.45,,,,,,,3,2.0,,,9.0,9,9,9.0,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,42.0,11.45,11.44,,,,0.12,,,,,,,,,,42,,,,,,,,
560,19,561,071.0 076.0,19-4903CR-HY-067-0518-07100760-0050A-7,50,11.12,32.972,,25.177,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,50.0,11.12,11.11,32.972,25.17,279.1,0.14,,,,,,,,,,50,,,,,,,,
561,19,562,071.0 076.0,19-4903CR-HY-067-0518-07100760-0065A-3,65,10.72,32.99,,25.262,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,65.0,10.72,10.71,32.99,25.26,271.3,0.18,,,,,,,,,,65,,,,,,,,
562,19,563,071.0 076.0,19-4903CR-HY-067-0518-07100760-0075A-7,75,10.65,33.068,,25.335,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,75.0,10.65,10.64,33.068,25.33,264.6,0.21,,,,,,,,,,75,,,,,,,,
563,19,564,071.0 076.0,19-4903CR-HY-067-0518-07100760-0091A-3,91,10.53,33.22,,25.474,,,,3,2.0,,2.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,91.0,10.53,10.52,33.22,25.47,251.7,0.25,,,,,,,,,,91,,,,,,,,
564,19,565,071.0 076.0,19-4903CR-HY-067-0518-07100760-0100A-7,100,10.52,33.29,,25.531,,,,7,2.0,,3.0,,9,9,,9,,9,,9,,9,,9,,9,,9,,9,,,9,,,9,,,9,,,9,,,100.0,10.52,10.51,33.29,25.53,246.5,0.27,,,,,,,,,,101,,,,,,,,
